ticker,date,actual,forecast,model,mae,rmse,mape
ZTS,2017-12-26,72.34,72.0718657391447,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2017-12-27,72.45,72.06036654644144,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2017-12-28,72.39,72.11705011772133,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2017-12-29,72.04,72.17007664788586,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-02,71.77,72.2308116822985,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-03,72.1,72.24238380250652,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-04,72.53,72.21775926687569,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-05,73.36,72.27367115580482,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-08,74.24,72.33053159709426,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-09,75.11,72.3942494994442,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-10,73.91,72.40519954995747,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-11,74.59,72.38045896912823,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-12,75.39,72.43636379675378,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-16,75.54,72.49325748273678,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-17,76.77,72.55700128821431,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-18,76.33,72.56794593237082,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-19,76.62,72.54320434302089,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-22,77.48,72.59910910923742,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-23,77.59,72.65600308403016,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-24,78.33,72.71974711454496,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-25,79.25,72.73069171173218,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-26,80.09,72.70595011362042,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-29,79.18,72.76185487930346,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-30,78.35,72.81874885660528,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-01-31,76.73,72.88249288907515,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-02-01,77.82,72.89343748585432,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-02-02,76.78,72.86869588766645,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-02-05,73.83,72.92460065334483,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-02-06,73.27,72.98149463066845,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
ZTS,2018-02-07,73.86,73.0452386631553,SARIMA,2.8475427256381267,3.609788583075174,3.6895343946923216
A,2017-12-26,67.25,67.4351461960541,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2017-12-27,67.3,67.40822117773338,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2017-12-28,67.45,67.44768572937924,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2017-12-29,66.97,67.486406973466,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-02,67.6,67.5958052701196,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-03,69.32,67.66886404187517,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-04,68.8,67.63291300931154,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-05,69.9,67.66560986195012,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-08,70.05,67.69929135281654,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-09,71.77,67.80490733697762,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-10,70.79,67.8751501134523,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-11,70.8,67.83709471467347,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-12,71.73,67.86821899597663,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-16,71.23,67.90072531873514,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-17,72.06,68.00546311196304,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-18,72.19,68.0750496243942,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-19,73.07,68.03650380587678,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-22,73.48,68.06726160127786,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-23,73.44,68.09949405268527,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-24,73.58,68.20402718451543,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-25,73.86,68.27346075547409,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-26,74.82,68.23480064528141,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-29,74.53,68.26547303162485,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-30,72.99,68.29764165767396,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-01-31,73.43,68.40212709343446,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-02-01,72.83,68.47152502158406,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-02-02,71.25,68.43283827586673,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-02-05,68.22,68.46349075774157,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-02-06,68.45,68.49564450937484,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
A,2018-02-07,68.06,68.60011882962904,SARIMA,3.024903227902647,3.6866606512036,4.169806721535155
AAL,2017-12-26,52.85,52.555492494407055,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2017-12-27,52.4,52.62991117004986,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2017-12-28,52.46,52.66419741281724,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2017-12-29,52.03,52.687645469147775,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-02,52.99,52.73941242109377,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-03,52.34,52.70612061714907,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-04,52.67,52.780902655750104,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-05,52.65,52.815290733384664,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-08,52.13,52.83876033689705,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-09,52.08,52.89053974037252,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-10,53.78,52.85725073983171,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-11,56.42,52.932033609089785,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-12,58.47,52.96642193276888,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-16,57.98,52.98989160907752,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-17,58.16,53.041671034194984,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-18,58.34,53.008382040055785,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-19,58.06,53.08316491121058,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-22,58.1,53.117553235451645,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-23,58.29,53.1410229119268,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-24,54.79,53.192802337093596,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-25,53.05,53.15951334296902,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-26,53.07,53.23429621412814,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-29,52.68,53.2686845383705,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-30,52.59,53.29215421484603,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-01-31,54.32,53.34393364001295,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-02-01,53.88,53.3106446458884,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-02-02,52.1,53.38542751704753,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-02-05,49.76,53.41981584128988,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-02-06,51.18,53.443285517765425,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAL,2018-02-07,51.4,53.495064942932345,SARIMA,1.9423977567604567,2.770146589162445,3.47190646284596
AAP,2017-12-26,101.96,100.37811246265262,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2017-12-27,99.77,100.674419454003,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2017-12-28,99.71,100.69530517133077,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2017-12-29,99.69,100.49962383689692,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-02,106.09,100.51838153110519,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-03,107.05,100.48302597897431,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-04,111.0,100.57888813816665,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-05,112.18,100.53043989134397,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-08,111.39,100.43940971745735,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-09,110.49,100.48267203467472,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-10,110.59,100.43895192571813,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-11,112.95,100.5469967523944,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-12,115.94,100.50272565131311,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-16,113.9,100.40536852092183,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-17,115.35,100.44714243956041,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-18,115.53,100.40393096411358,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-19,117.02,100.51123710815155,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-22,118.03,100.4667135394297,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-23,119.1,100.36973930047326,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-24,120.99,100.41160344572346,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-25,120.92,100.36836112432871,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-26,123.64,100.4757120189879,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-29,122.89,100.43120372736986,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-30,119.27,100.33420630842642,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-01-31,116.99,100.37606498805636,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-02-01,117.29,100.33282453548176,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-02-02,113.93,100.44017271992325,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-02-05,109.86,100.39566350347502,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-02-06,112.2,100.29866748801668,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAP,2018-02-07,109.93,100.34052649864914,SARIMA,12.582353538244714,14.044701540091957,10.856381263450917
AAPL,2017-12-26,170.57,175.09135325767897,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2017-12-27,170.6,175.17325150386174,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2017-12-28,171.08,175.23615248194136,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2017-12-29,169.23,175.4315566553657,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-02,172.26,175.47913021544073,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-03,172.23,175.5639118825207,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-04,173.03,175.64501514853038,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-05,175.0,175.70825523977015,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-08,174.35,175.90350821824356,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-09,174.33,175.95111297420848,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-10,174.29,176.03588813716672,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-11,175.28,176.11699327742957,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-12,177.09,176.18023285157994,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-16,176.19,176.37548596942403,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-17,179.1,176.4230906841199,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-18,179.26,176.50786585914122,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-19,178.46,176.58897099597795,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-22,177.0,176.65221057110458,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-23,177.04,176.84746368867005,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-24,174.22,176.8950684034449,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-25,171.11,176.9798435784438,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-26,171.51,177.0609487152869,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-29,167.96,177.12418829041172,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-30,166.97,177.3194414079777,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-01-31,167.43,177.3670461227524,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-02-01,167.78,177.45182129775137,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-02-02,160.5,177.53292643459446,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-02-05,156.49,177.59616600971927,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-02-06,163.03,177.79141912728525,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
AAPL,2018-02-07,159.54,177.83902384205996,SARIMA,5.614655784690541,7.954264833880044,3.387639480764984
